Season,Team1,Team2,Target,Seed1,Seed2,SeedDiff,PPG_T1,PAPG_T1,PPG_T2,PAPG_T2,PDiff_T1,PDiff_T2,PPG_Diff,PAPG_Diff,PPG_T1.1,FG_Percentage_T1,FG3_Percentage_T1,FT_Percentage_T1,Ast_Per_Game_T1,TO_Per_Game_T1,Stl_Per_Game_T1,Blk_Per_Game_T1,Reb_Per_Game_T1,PPG_T2.1,FG_Percentage_T2,FG3_Percentage_T2,FT_Percentage_T2,Ast_Per_Game_T2,TO_Per_Game_T2,Stl_Per_Game_T2,Blk_Per_Game_T2,Reb_Per_Game_T2,Last5_PPG_T1,Win_Perc_Last5_T1,Last5_PointDiff_T1,Last10_PPG_T1,Win_Perc_Last10_T1,Last10_PointDiff_T1,Last5_PPG_T2,Win_Perc_Last5_T2,Last5_PointDiff_T2,Last10_PPG_T2,Win_Perc_Last10_T2,Last10_PointDiff_T2,SOS_T1,SOS_T2,ConfTourneyStage_T1,ConfTourneyStage_T2
2008,1462,1417,0,3,1,2,75.33,62.33,74.03,59.64,13.0,14.39,1.3,2.7,75.33,0.48,0.39,0.75,15.55,13.27,5.58,3.45,36.06,74.03,0.48,0.34,0.74,14.39,12.3,7.45,3.64,36.06,69.0,0.6,31.0,69.6,0.8,74.0,74.0,1.0,39.0,72.3,1.0,117.0,108.3,93.0,3,4
2008,1242,1172,1,1,10,-9,81.18,61.67,77.32,63.13,19.52,14.19,3.86,1.46,81.18,0.5,0.4,0.71,18.48,12.91,9.0,6.12,38.73,77.32,0.47,0.36,0.73,16.77,12.19,7.97,3.29,36.1,81.2,1.0,101.0,76.7,0.8,146.0,77.2,1.0,112.0,77.1,1.0,199.0,100.31,171.76,4,4
2008,1172,1242,0,10,1,9,77.32,63.13,81.18,61.67,14.19,19.52,3.86,1.46,77.32,0.47,0.36,0.73,16.77,12.19,7.97,3.29,36.1,81.18,0.5,0.4,0.71,18.48,12.91,9.0,6.12,38.73,77.2,1.0,112.0,77.1,1.0,199.0,81.2,1.0,101.0,76.7,0.8,146.0,171.76,100.31,4,4
2008,1272,1400,1,1,2,-1,79.68,60.62,74.85,64.91,19.06,9.94,4.83,4.29,79.68,0.47,0.35,0.6,16.03,12.21,8.71,6.09,40.79,74.85,0.45,0.38,0.69,12.67,9.24,5.97,5.03,37.58,77.4,1.0,116.0,78.3,0.9,163.0,69.8,0.8,34.0,72.4,0.8,89.0,123.19,91.8,4,4
2008,1400,1272,0,2,1,1,74.85,64.91,79.68,60.62,9.94,19.06,4.83,4.29,74.85,0.45,0.38,0.69,12.67,9.24,5.97,5.03,37.58,79.68,0.47,0.35,0.6,16.03,12.21,8.71,6.09,40.79,69.8,0.8,34.0,72.4,0.8,89.0,77.4,1.0,116.0,78.3,0.9,163.0,91.8,123.19,4,4
2008,1242,1314,1,1,1,0,81.18,61.67,88.71,72.74,19.52,15.97,7.52,11.07,81.18,0.5,0.4,0.71,18.48,12.91,9.0,6.12,38.73,88.71,0.48,0.38,0.75,16.74,14.68,8.32,4.59,44.21,81.2,1.0,101.0,76.7,0.8,146.0,80.4,1.0,40.0,83.2,1.0,120.0,100.31,91.73,4,4
2008,1314,1242,0,1,1,0,88.71,72.74,81.18,61.67,15.97,19.52,7.52,11.07,88.71,0.48,0.38,0.75,16.74,14.68,8.32,4.59,44.21,81.18,0.5,0.4,0.71,18.48,12.91,9.0,6.12,38.73,80.4,1.0,40.0,83.2,1.0,120.0,81.2,1.0,101.0,76.7,0.8,146.0,91.73,100.31,4,4
2008,1272,1417,1,1,1,0,79.68,60.62,74.03,59.64,19.06,14.39,5.65,0.98,79.68,0.47,0.35,0.6,16.03,12.21,8.71,6.09,40.79,74.03,0.48,0.34,0.74,14.39,12.3,7.45,3.64,36.06,77.4,1.0,116.0,78.3,0.9,163.0,74.0,1.0,39.0,72.3,1.0,117.0,123.19,93.0,4,4
2008,1417,1272,0,1,1,0,74.03,59.64,79.68,60.62,14.39,19.06,5.65,0.98,74.03,0.48,0.34,0.74,14.39,12.3,7.45,3.64,36.06,79.68,0.47,0.35,0.6,16.03,12.21,8.71,6.09,40.79,74.0,1.0,39.0,72.3,1.0,117.0,77.4,1.0,116.0,78.3,0.9,163.0,93.0,123.19,4,4
2008,1242,1272,1,1,1,0,81.18,61.67,79.68,60.62,19.52,19.06,1.51,1.05,81.18,0.5,0.4,0.71,18.48,12.91,9.0,6.12,38.73,79.68,0.47,0.35,0.6,16.03,12.21,8.71,6.09,40.79,81.2,1.0,101.0,76.7,0.8,146.0,77.4,1.0,116.0,78.3,0.9,163.0,100.31,123.19,4,4
2008,1272,1242,0,1,1,0,79.68,60.62,81.18,61.67,19.06,19.52,1.51,1.05,79.68,0.47,0.35,0.6,16.03,12.21,8.71,6.09,40.79,81.18,0.5,0.4,0.71,18.48,12.91,9.0,6.12,38.73,77.4,1.0,116.0,78.3,0.9,163.0,81.2,1.0,101.0,76.7,0.8,146.0,123.19,100.31,4,4
2009,1287,1106,1,16,16,0,69.34,68.69,69.48,63.59,0.66,5.9,0.14,5.1,69.34,0.44,0.33,0.72,12.41,15.41,6.41,3.97,38.38,69.48,0.47,0.33,0.63,14.0,13.76,5.76,4.76,36.14,70.0,0.6,10.0,71.1,0.6,39.0,65.4,0.8,31.0,73.3,0.9,149.0,199.54,261.74,4,4
2009,1106,1287,0,16,16,0,69.48,63.59,69.34,68.69,5.9,0.66,0.14,5.1,69.48,0.47,0.33,0.63,14.0,13.76,5.76,4.76,36.14,69.34,0.44,0.33,0.72,12.41,15.41,6.41,3.97,38.38,65.4,0.8,31.0,73.3,0.9,149.0,70.0,0.6,10.0,71.1,0.6,39.0,261.74,199.54,4,4
2009,1163,1151,1,1,16,-15,77.32,63.97,75.0,76.47,13.35,-1.47,2.32,12.5,77.32,0.47,0.35,0.68,15.39,12.68,5.81,8.0,42.74,75.0,0.44,0.35,0.65,13.22,15.41,5.97,2.22,38.47,81.2,0.6,12.0,73.6,0.7,51.0,79.8,0.6,8.0,76.9,0.7,45.0,97.58,192.31,2,4
2009,1151,1163,0,16,1,15,75.0,76.47,77.32,63.97,-1.47,13.35,2.32,12.5,75.0,0.44,0.35,0.65,13.22,15.41,5.97,2.22,38.47,77.32,0.47,0.35,0.68,15.39,12.68,5.81,8.0,42.74,79.8,0.6,8.0,76.9,0.7,45.0,81.2,0.6,12.0,73.6,0.7,51.0,192.31,97.58,4,2
2009,1181,1127,1,2,15,-13,78.03,65.62,69.9,66.93,12.41,2.97,8.13,1.32,78.03,0.45,0.35,0.72,13.38,12.32,8.5,4.09,36.62,69.9,0.44,0.33,0.69,12.0,13.27,7.07,4.17,34.63,73.4,0.8,12.0,76.8,0.8,41.0,69.4,1.0,44.0,70.5,1.0,80.0,77.83,221.14,4,4
2009,1127,1181,0,15,2,13,69.9,66.93,78.03,65.62,2.97,12.41,8.13,1.32,69.9,0.44,0.33,0.69,12.0,13.27,7.07,4.17,34.63,78.03,0.45,0.35,0.72,13.38,12.32,8.5,4.09,36.62,69.4,1.0,44.0,70.5,1.0,80.0,73.4,0.8,12.0,76.8,0.8,41.0,221.14,77.83,4,4
2009,1211,1103,1,4,13,-9,78.8,61.57,66.41,60.5,17.23,5.91,12.39,1.07,78.8,0.49,0.4,0.71,15.0,11.43,7.5,5.0,37.87,66.41,0.42,0.33,0.72,12.12,13.74,7.65,2.26,33.09,81.2,1.0,129.0,78.9,0.9,189.0,71.4,0.8,27.0,64.4,0.7,38.0,141.81,184.54,4,4
2009,1103,1211,0,13,4,9,66.41,60.5,78.8,61.57,5.91,17.23,12.39,1.07,66.41,0.42,0.33,0.72,12.12,13.74,7.65,2.26,33.09,78.8,0.49,0.4,0.71,15.0,11.43,7.5,5.0,37.87,71.4,0.8,27.0,64.4,0.7,38.0,81.2,1.0,129.0,78.9,0.9,189.0,184.54,141.81,4,4
2009,1261,1139,1,8,9,-1,74.91,65.48,67.0,58.2,9.42,8.8,7.91,7.28,74.91,0.45,0.37,0.72,15.24,12.09,7.61,6.06,39.45,67.0,0.44,0.35,0.72,12.77,12.57,6.0,3.23,33.87,63.4,0.4,-22.0,71.9,0.7,4.0,65.4,0.8,37.0,66.9,0.7,72.0,132.49,139.67,3,4
2009,1139,1261,0,9,8,1,67.0,58.2,74.91,65.48,8.8,9.42,7.91,7.28,67.0,0.44,0.35,0.72,12.77,12.57,6.0,3.23,33.87,74.91,0.45,0.37,0.72,15.24,12.09,7.61,6.06,39.45,65.4,0.8,37.0,66.9,0.7,72.0,63.4,0.4,-22.0,71.9,0.7,4.0,139.67,132.49,4,3
2009,1268,1143,1,10,7,3,71.45,68.45,75.03,68.34,3.0,6.69,3.58,0.11,71.45,0.42,0.33,0.77,14.67,12.48,7.73,4.27,36.7,75.03,0.48,0.43,0.76,15.53,12.03,4.91,2.0,33.69,67.2,0.4,3.0,70.9,0.5,-13.0,74.6,0.4,-16.0,74.4,0.6,21.0,92.98,99.94,3,2
2009,1143,1268,0,7,10,-3,75.03,68.34,71.45,68.45,6.69,3.0,3.58,0.11,75.03,0.48,0.43,0.76,15.53,12.03,4.91,2.0,33.69,71.45,0.42,0.33,0.77,14.67,12.48,7.73,4.27,36.7,74.6,0.4,-16.0,74.4,0.6,21.0,67.2,0.4,3.0,70.9,0.5,-13.0,99.94,92.98,2,3
2009,1272,1169,1,2,15,-13,74.06,56.88,73.76,70.17,17.18,3.59,0.3,13.29,74.06,0.44,0.32,0.7,13.82,12.44,8.82,6.18,39.47,73.76,0.46,0.36,0.69,14.1,17.59,8.83,2.62,36.93,66.4,1.0,96.0,69.3,1.0,198.0,77.4,0.8,53.0,71.9,0.7,58.0,118.44,179.9,4,4
2009,1169,1272,0,15,2,13,73.76,70.17,74.06,56.88,3.59,17.18,0.3,13.29,73.76,0.46,0.36,0.69,14.1,17.59,8.83,2.62,36.93,74.06,0.44,0.32,0.7,13.82,12.44,8.82,6.18,39.47,77.4,0.8,53.0,71.9,0.7,58.0,66.4,1.0,96.0,69.3,1.0,198.0,179.9,118.44,4,4
2009,1276,1155,1,10,7,3,66.84,63.31,78.97,68.23,3.53,10.74,12.12,4.91,66.84,0.42,0.33,0.75,15.56,11.28,6.44,2.59,30.72,78.97,0.47,0.38,0.68,14.97,14.35,9.35,5.81,36.94,66.4,0.6,25.0,63.9,0.5,10.0,77.4,0.2,-5.0,79.0,0.4,34.0,88.72,106.32,2,0
2009,1155,1276,0,7,10,-3,78.97,68.23,66.84,63.31,10.74,3.53,12.12,4.91,78.97,0.47,0.38,0.68,14.97,14.35,9.35,5.81,36.94,66.84,0.42,0.33,0.75,15.56,11.28,6.44,2.59,30.72,77.4,0.2,-5.0,79.0,0.4,34.0,66.4,0.6,25.0,63.9,0.5,10.0,106.32,88.72,0,2
2009,1314,1347,1,1,16,-15,89.39,72.87,74.79,72.55,16.52,2.24,14.59,0.32,89.39,0.48,0.37,0.77,18.19,13.0,8.29,5.29,42.52,74.79,0.47,0.35,0.68,13.86,16.52,6.14,4.38,41.52,83.6,0.8,46.0,83.8,0.8,85.0,87.6,0.8,44.0,83.0,0.9,82.0,88.4,207.44,3,4
2009,1347,1314,0,16,1,15,74.79,72.55,89.39,72.87,2.24,16.52,14.59,0.32,74.79,0.47,0.35,0.68,13.86,16.52,6.14,4.38,41.52,89.39,0.48,0.37,0.77,18.19,13.0,8.29,5.29,42.52,87.6,0.8,44.0,83.0,0.9,82.0,83.6,0.8,46.0,83.8,0.8,85.0,207.44,88.4,4,3
2009,1328,1288,1,2,15,-13,79.19,67.81,66.94,61.58,11.38,5.36,12.25,6.24,79.19,0.49,0.36,0.68,14.34,13.72,6.94,4.47,39.19,66.94,0.43,0.34,0.65,11.21,13.09,6.48,3.12,37.88,74.4,0.4,0.0,76.7,0.6,42.0,72.2,1.0,72.0,69.2,0.9,120.0,101.98,230.45,2,4
2009,1288,1328,0,15,2,13,66.94,61.58,79.19,67.81,5.36,11.38,12.25,6.24,66.94,0.43,0.34,0.65,11.21,13.09,6.48,3.12,37.88,79.19,0.49,0.36,0.68,14.34,13.72,6.94,4.47,39.19,72.2,1.0,72.0,69.2,0.9,120.0,74.4,0.4,0.0,76.7,0.6,42.0,230.45,101.98,4,2
2009,1345,1320,1,5,12,-7,69.35,59.12,67.7,63.55,10.24,4.15,1.66,4.43,69.35,0.45,0.35,0.7,15.12,11.65,7.24,4.82,34.24,67.7,0.46,0.35,0.75,12.21,11.61,4.24,2.42,33.52,64.4,0.6,14.0,67.7,0.7,66.0,69.4,1.0,30.0,68.1,0.6,35.0,100.63,135.15,4,4
2009,1320,1345,0,12,5,7,67.7,63.55,69.35,59.12,4.15,10.24,1.66,4.43,67.7,0.46,0.35,0.75,12.21,11.61,4.24,2.42,33.52,69.35,0.45,0.35,0.7,15.12,11.65,7.24,4.82,34.24,69.4,1.0,30.0,68.1,0.6,35.0,64.4,0.6,14.0,67.7,0.7,66.0,135.15,100.63,4,4
2009,1400,1278,1,7,10,-3,72.33,65.45,66.16,61.45,6.88,4.71,6.17,4.0,72.33,0.44,0.32,0.67,12.97,12.52,6.24,5.55,38.88,66.16,0.44,0.33,0.72,14.06,14.48,8.35,6.29,33.87,68.8,0.6,14.0,71.4,0.6,10.0,55.6,0.4,-4.0,59.5,0.4,8.0,97.36,97.36,3,2
2009,1278,1400,0,10,7,3,66.16,61.45,72.33,65.45,4.71,6.88,6.17,4.0,66.16,0.44,0.33,0.72,14.06,14.48,8.35,6.29,33.87,72.33,0.44,0.32,0.67,12.97,12.52,6.24,5.55,38.88,55.6,0.4,-4.0,59.5,0.4,8.0,68.8,0.6,14.0,71.4,0.6,10.0,97.36,97.36,2,3
2009,1401,1140,1,9,8,1,71.72,66.34,77.19,64.74,5.38,12.45,5.47,1.6,71.72,0.45,0.37,0.7,12.19,12.84,4.97,3.88,37.06,77.19,0.49,0.38,0.73,16.35,11.42,7.06,3.65,36.35,79.0,0.8,31.0,75.4,0.6,37.0,67.4,0.8,37.0,72.6,0.8,107.0,114.5,127.68,0,3
2009,1140,1401,0,8,9,-1,77.19,64.74,71.72,66.34,12.45,5.38,5.47,1.6,77.19,0.49,0.38,0.73,16.35,11.42,7.06,3.65,36.35,71.72,0.45,0.37,0.7,12.19,12.84,4.97,3.88,37.06,67.4,0.8,37.0,72.6,0.8,107.0,79.0,0.8,31.0,75.4,0.6,37.0,127.68,114.5,3,0
2009,1417,1433,1,6,11,-5,76.0,63.27,72.0,63.36,12.73,8.64,4.0,0.09,76.0,0.49,0.4,0.72,15.7,12.36,8.36,3.21,33.03,72.0,0.46,0.37,0.7,13.79,12.7,7.64,4.58,33.97,72.8,0.8,56.0,74.5,0.6,50.0,66.6,1.0,85.0,69.8,0.8,118.0,99.81,165.28,3,4
2009,1433,1417,0,11,6,5,72.0,63.36,76.0,63.27,8.64,12.73,4.0,0.09,72.0,0.46,0.37,0.7,13.79,12.7,7.64,4.58,33.97,76.0,0.49,0.4,0.72,15.7,12.36,8.36,3.21,33.03,66.6,1.0,85.0,69.8,0.8,118.0,72.8,0.8,56.0,74.5,0.6,50.0,165.28,99.81,4,3
2009,1437,1110,1,3,14,-11,76.55,67.0,64.45,58.42,9.55,6.03,12.09,8.58,76.55,0.46,0.37,0.74,14.85,13.36,7.97,3.21,37.42,64.45,0.47,0.38,0.65,13.06,13.23,5.42,2.52,32.97,71.8,0.6,19.0,77.8,0.7,31.0,70.2,1.0,51.0,65.2,1.0,114.0,103.74,225.59,3,4
2009,1110,1437,0,14,3,11,64.45,58.42,76.55,67.0,6.03,9.55,12.09,8.58,64.45,0.47,0.38,0.65,13.06,13.23,5.42,2.52,32.97,76.55,0.46,0.37,0.74,14.85,13.36,7.97,3.21,37.42,70.2,1.0,51.0,65.2,1.0,114.0,71.8,0.6,19.0,77.8,0.7,31.0,225.59,103.74,4,3
2009,1443,1228,1,12,5,7,72.1,66.94,64.61,56.61,5.16,8.0,7.49,10.33,72.1,0.45,0.37,0.7,13.48,13.39,5.65,3.23,36.74,64.61,0.46,0.35,0.71,17.61,12.36,5.76,3.61,33.27,72.4,1.0,72.0,73.2,0.9,106.0,59.4,0.4,2.0,59.1,0.6,31.0,178.0,97.36,4,3
2009,1228,1443,0,5,12,-7,64.61,56.61,72.1,66.94,8.0,5.16,7.49,10.33,64.61,0.46,0.35,0.71,17.61,12.36,5.76,3.61,33.27,72.1,0.45,0.37,0.7,13.48,13.39,5.65,3.23,36.74,59.4,0.4,2.0,59.1,0.6,31.0,72.4,1.0,72.0,73.2,0.9,106.0,97.36,178.0,3,4
2009,1449,1280,1,4,13,-9,78.94,69.61,74.03,69.03,9.33,5.0,4.91,0.58,78.94,0.46,0.34,0.7,13.09,14.88,7.58,2.82,40.97,74.03,0.43,0.36,0.7,12.5,14.09,6.91,7.35,38.15,77.4,0.8,41.0,77.8,0.8,82.0,74.8,1.0,48.0,74.8,0.7,37.0,90.62,114.78,3,4
2009,1280,1449,0,13,4,9,74.03,69.03,78.94,69.61,5.0,9.33,4.91,0.58,74.03,0.43,0.36,0.7,12.5,14.09,6.91,7.35,38.15,78.94,0.46,0.34,0.7,13.09,14.88,7.58,2.82,40.97,74.8,1.0,48.0,74.8,0.7,37.0,77.4,0.8,41.0,77.8,0.8,82.0,114.78,90.62,4,3
2009,1112,1428,1,12,5,7,72.19,68.44,70.97,63.47,3.75,7.5,1.22,4.97,72.19,0.47,0.4,0.73,14.44,12.59,5.97,3.06,33.84,70.97,0.48,0.38,0.79,13.38,13.62,5.03,4.94,34.84,73.0,0.2,-25.0,74.3,0.5,5.0,64.0,0.8,31.0,67.0,0.8,65.0,88.94,104.42,2,4
2009,1428,1112,0,5,12,-7,70.97,63.47,72.19,68.44,7.5,3.75,1.22,4.97,70.97,0.48,0.38,0.79,13.38,13.62,5.03,4.94,34.84,72.19,0.47,0.4,0.73,14.44,12.59,5.97,3.06,33.84,64.0,0.8,31.0,67.0,0.8,65.0,73.0,0.2,-25.0,74.3,0.5,5.0,104.42,88.94,4,2
2009,1113,1396,1,6,11,-5,69.55,60.06,68.97,63.39,9.48,5.58,0.58,3.33,69.55,0.48,0.37,0.74,15.61,11.52,5.91,2.09,31.33,68.97,0.45,0.37,0.7,15.58,12.64,5.58,4.15,36.94,70.6,0.6,26.0,68.1,0.6,42.0,66.8,1.0,40.0,68.2,0.8,74.0,96.12,118.56,4,4
2009,1396,1113,0,11,6,5,68.97,63.39,69.55,60.06,5.58,9.48,0.58,3.33,68.97,0.45,0.37,0.7,15.58,12.64,5.58,4.15,36.94,69.55,0.48,0.37,0.74,15.61,11.52,5.91,2.09,31.33,66.8,1.0,40.0,68.2,0.8,74.0,70.6,0.6,26.0,68.1,0.6,42.0,118.56,96.12,4,4
2009,1156,1448,1,13,4,9,64.97,59.84,81.37,70.3,5.12,11.07,16.4,10.46,64.97,0.43,0.31,0.7,13.44,12.47,8.59,3.28,33.66,81.37,0.49,0.32,0.71,13.17,15.8,8.47,5.43,40.97,61.8,0.8,23.0,65.0,0.8,40.0,76.0,0.8,16.0,81.3,0.7,58.0,142.87,108.04,4,2
2009,1448,1156,0,4,13,-9,81.37,70.3,64.97,59.84,11.07,5.12,16.4,10.46,81.37,0.49,0.32,0.71,13.17,15.8,8.47,5.43,40.97,64.97,0.43,0.31,0.7,13.44,12.47,8.59,3.28,33.66,76.0,0.8,16.0,81.3,0.7,58.0,61.8,0.8,23.0,65.0,0.8,40.0,108.04,142.87,2,4
2009,1173,1452,1,11,6,5,67.52,61.52,72.38,61.62,6.0,10.76,4.87,0.1,67.52,0.43,0.33,0.65,14.06,13.79,6.33,3.52,37.97,72.38,0.43,0.33,0.7,15.29,12.03,6.79,4.56,38.32,67.6,0.6,-5.0,68.4,0.5,-9.0,71.6,0.6,37.0,72.9,0.7,97.0,142.5,88.64,3,3
2009,1452,1173,0,6,11,-5,72.38,61.62,67.52,61.52,10.76,6.0,4.87,0.1,72.38,0.43,0.33,0.7,15.29,12.03,6.79,4.56,38.32,67.52,0.43,0.33,0.65,14.06,13.79,6.33,3.52,37.97,71.6,0.6,37.0,72.9,0.7,97.0,67.6,0.6,-5.0,68.4,0.5,-9.0,88.64,142.5,3,3
2009,1242,1295,1,3,14,-11,77.12,65.81,79.13,69.0,11.31,10.13,2.01,3.19,77.12,0.48,0.38,0.73,16.22,14.59,6.84,4.28,38.91,79.13,0.48,0.4,0.74,14.63,11.7,7.0,3.13,35.23,77.8,0.6,18.0,75.4,0.7,72.0,78.4,1.0,33.0,81.2,0.9,118.0,99.04,207.38,2,4
2009,1295,1242,0,14,3,11,79.13,69.0,77.12,65.81,10.13,11.31,2.01,3.19,79.13,0.48,0.4,0.74,14.63,11.7,7.0,3.13,35.23,77.12,0.48,0.38,0.73,16.22,14.59,6.84,4.28,38.91,78.4,1.0,33.0,81.2,0.9,118.0,77.8,0.6,18.0,75.4,0.7,72.0,207.38,99.04,4,2
2009,1257,1287,1,1,16,-15,73.94,61.61,69.34,68.69,12.33,0.66,4.6,7.08,73.94,0.45,0.36,0.64,16.58,13.67,9.27,6.18,38.0,69.34,0.44,0.33,0.72,12.41,15.41,6.41,3.97,38.38,75.0,1.0,62.0,77.8,1.0,156.0,70.0,0.6,10.0,71.1,0.6,39.0,86.36,199.54,4,4
2009,1287,1257,0,16,1,15,69.34,68.69,73.94,61.61,0.66,12.33,4.6,7.08,69.34,0.44,0.33,0.72,12.41,15.41,6.41,3.97,38.38,73.94,0.45,0.36,0.64,16.58,13.67,9.27,6.18,38.0,70.0,0.6,10.0,71.1,0.6,39.0,75.0,1.0,62.0,77.8,1.0,156.0,199.54,86.36,4,4
2009,1266,1429,1,6,11,-5,78.85,69.45,72.91,62.45,9.39,10.45,5.94,7.0,78.85,0.46,0.35,0.72,15.48,11.73,8.09,2.97,35.58,72.91,0.5,0.4,0.75,16.27,11.39,4.91,2.52,34.45,72.2,0.2,2.0,75.7,0.4,5.0,77.6,0.8,27.0,73.0,0.7,56.0,109.46,168.84,2,4
2009,1429,1266,0,11,6,5,72.91,62.45,78.85,69.45,10.45,9.39,5.94,7.0,72.91,0.5,0.4,0.75,16.27,11.39,4.91,2.52,34.45,78.85,0.46,0.35,0.72,15.48,11.73,8.09,2.97,35.58,77.6,0.8,27.0,73.0,0.7,56.0,72.2,0.2,2.0,75.7,0.4,5.0,168.84,109.46,4,2
2009,1277,1352,1,2,15,-13,71.91,62.91,70.74,65.03,9.0,5.71,1.17,2.12,71.91,0.45,0.35,0.69,15.91,14.03,6.41,2.84,38.91,70.74,0.48,0.4,0.71,15.29,15.41,8.62,3.35,33.32,66.8,0.8,20.0,64.0,0.8,61.0,67.2,1.0,57.0,67.0,0.8,82.0,80.96,224.97,3,4
2009,1352,1277,0,15,2,13,70.74,65.03,71.91,62.91,5.71,9.0,1.17,2.12,70.74,0.48,0.4,0.71,15.29,15.41,8.62,3.35,33.32,71.91,0.45,0.35,0.69,15.91,14.03,6.41,2.84,38.91,67.2,1.0,57.0,67.0,0.8,82.0,66.8,0.8,20.0,64.0,0.8,61.0,224.97,80.96,4,3
2009,1281,1165,1,3,14,-11,81.12,66.47,73.21,64.97,14.65,8.24,7.91,1.51,81.12,0.47,0.36,0.67,18.29,12.35,10.56,3.85,36.97,73.21,0.47,0.41,0.74,15.41,13.07,6.76,3.93,35.31,76.0,0.8,41.0,73.7,0.8,74.0,74.6,0.8,90.0,73.7,0.7,97.0,115.15,220.93,4,-1
2009,1165,1281,0,14,3,11,73.21,64.97,81.12,66.47,8.24,14.65,7.91,1.51,73.21,0.47,0.41,0.74,15.41,13.07,6.76,3.93,35.31,81.12,0.47,0.36,0.67,18.29,12.35,10.56,3.85,36.97,74.6,0.8,90.0,73.7,0.7,97.0,76.0,0.8,41.0,73.7,0.8,74.0,220.93,115.15,-1,4
2009,1329,1397,1,8,9,-1,81.12,74.21,78.48,72.36,6.91,6.12,2.64,1.85,81.12,0.46,0.38,0.74,12.58,12.42,7.67,2.45,35.48,78.48,0.46,0.31,0.67,16.3,13.36,6.7,3.73,39.03,73.2,0.6,9.0,77.2,0.8,78.0,78.8,0.6,43.0,74.6,0.6,36.0,95.18,86.58,3,4
2009,1397,1329,0,9,8,1,78.48,72.36,81.12,74.21,6.12,6.91,2.64,1.85,78.48,0.46,0.31,0.67,16.3,13.36,6.7,3.73,39.03,81.12,0.46,0.38,0.74,12.58,12.42,7.67,2.45,35.48,78.8,0.6,43.0,74.6,0.6,36.0,73.2,0.6,9.0,77.2,0.8,78.0,86.58,95.18,4,3
2009,1338,1190,1,1,16,-15,77.71,64.16,78.09,70.16,13.55,7.94,0.38,5.99,77.71,0.48,0.36,0.67,17.9,12.1,7.13,3.81,39.55,78.09,0.46,0.34,0.71,12.41,14.0,8.38,3.72,37.53,76.4,0.6,14.0,78.5,0.8,91.0,89.4,1.0,102.0,80.2,0.6,92.0,87.53,221.61,2,4
2009,1190,1338,0,16,1,15,78.09,70.16,77.71,64.16,7.94,13.55,0.38,5.99,78.09,0.46,0.34,0.71,12.41,14.0,8.38,3.72,37.53,77.71,0.48,0.36,0.67,17.9,12.1,7.13,3.81,39.55,89.4,1.0,102.0,80.2,0.6,92.0,76.4,0.6,14.0,78.5,0.8,91.0,221.61,87.53,4,2
2009,1373,1326,1,9,8,1,77.67,70.03,66.69,61.62,7.64,5.06,10.98,8.41,77.67,0.47,0.34,0.66,15.27,13.06,8.85,4.7,36.0,66.69,0.48,0.38,0.7,13.28,13.09,5.91,5.25,30.84,79.4,0.8,36.0,80.7,0.8,92.0,63.2,0.8,19.0,62.6,0.5,-2.0,151.38,90.44,4,4
2009,1326,1373,0,8,9,-1,66.69,61.62,77.67,70.03,5.06,7.64,10.98,8.41,66.69,0.48,0.38,0.7,13.28,13.09,5.91,5.25,30.84,77.67,0.47,0.34,0.66,15.27,13.06,8.85,4.7,36.0,63.2,0.8,19.0,62.6,0.5,-2.0,79.4,0.8,36.0,80.7,0.8,92.0,90.44,151.38,4,4
2009,1393,1372,1,3,14,-11,80.97,72.91,64.22,58.07,8.06,6.15,16.75,14.84,80.97,0.49,0.35,0.64,18.18,15.18,7.65,5.09,39.56,64.22,0.43,0.32,0.66,12.44,11.93,5.67,3.07,33.85,88.4,0.8,27.0,87.0,0.8,111.0,65.0,1.0,51.0,62.4,0.9,84.0,84.38,201.73,4,4
2009,1372,1393,0,14,3,11,64.22,58.07,80.97,72.91,6.15,8.06,16.75,14.84,64.22,0.43,0.32,0.66,12.44,11.93,5.67,3.07,33.85,80.97,0.49,0.35,0.64,18.18,15.18,7.65,5.09,39.56,65.0,1.0,51.0,62.4,0.9,84.0,88.4,0.8,27.0,87.0,0.8,111.0,201.73,84.38,4,4
2009,1425,1130,1,10,7,3,68.36,63.48,74.94,70.45,4.88,4.48,6.58,6.97,68.36,0.47,0.33,0.67,12.39,14.03,6.27,4.67,35.82,74.94,0.45,0.34,0.73,14.85,13.39,6.15,4.36,37.24,71.6,1.0,47.0,66.4,0.6,21.0,69.8,0.6,13.0,72.0,0.5,-9.0,83.27,108.35,4,2
2009,1130,1425,0,7,10,-3,74.94,70.45,68.36,63.48,4.48,4.88,6.58,6.97,74.94,0.45,0.34,0.73,14.85,13.39,6.15,4.36,37.24,68.36,0.47,0.33,0.67,12.39,14.03,6.27,4.67,35.82,69.8,0.6,13.0,72.0,0.5,-9.0,71.6,1.0,47.0,66.4,0.6,21.0,108.35,83.27,2,4
2009,1458,1199,1,12,5,7,64.39,59.0,68.62,65.0,5.39,3.62,4.23,6.0,64.39,0.44,0.37,0.72,12.19,10.13,4.97,2.65,31.1,68.62,0.43,0.34,0.72,12.26,15.68,8.18,5.82,35.88,59.6,0.4,9.0,60.7,0.7,71.0,70.0,0.6,2.0,70.0,0.6,-4.0,87.62,95.21,2,4
